TRADE_DATE|TRADE_TIME|SYMBOL          |SIDE            |QUANTITY        |PRICE           |EXECUTION_ID    |COUNTERPARTY
2022-10-05|10:52:34  |AMZN            |BUY             |             300|       133.25000|          440940|        6000
2022-10-05|09:42:51  |TSLA            |BUY             |            1000|       238.24000|           67847|        6000
2022-10-05|10:44:28  |GOOG            |BUY             |            1000|        99.21000|          394175|        1000
2022-10-05|09:57:55  |TSLA            |SELL            |            1000|       234.93000|          146502|        1000
2022-10-05|10:21:18  |AMZN            |BUY             |             700|       126.09000|          266986|        5000
2022-10-05|10:53:53  |AMD             |BUY             |             700|        67.05000|          447686|        2000
2022-10-05|10:41:32  |META            |BUY             |             600|       128.36000|          374940|        3000
2022-10-05|11:00:15  |TSLA            |SELL            |             200|       229.70000|          481315|        2000
2022-10-05|10:03:37  |META            |BUY             |             100|       133.92000|          175429|        4000
2022-10-05|11:01:29  |AAPL            |SELL_SHORT      |             100|       139.89000|          488762|        8000
2022-10-05|10:19:49  |AAPL            |BUY             |             900|       142.41000|          259618|        4000
2022-10-05|10:08:00  |MSFT            |SELL_SHORT      |             700|       249.71000|          195339|        4000
2022-10-05|10:19:15  |SPY             |SELL_SHORT      |             500|       384.81000|          257087|        9000
2022-10-05|09:45:47  |GOOGL           |BUY             |             400|       101.88000|           85125|        6000
2022-10-05|09:41:09  |AAPL            |SELL_SHORT      |             100|       147.61000|           60459|        2000
2022-10-05|09:45:05  |F               |BUY             |            1000|        12.38000|           79504|        7000
2022-10-05|10:00:14  |META            |SELL            |             100|       132.79000|          156990|        2000
2022-10-05|10:08:36  |GOOG            |BUY             |             400|       103.08000|          200834|        3000
2022-10-05|10:16:13  |SPY             |SELL_SHORT      |             300|       382.78000|          241339|        9000
2022-10-05|09:57:34  |MSFT            |SELL_SHORT      |             800|       252.43000|          142742|       10000
2022-10-05|10:01:55  |AAPL            |BUY             |             300|       143.58000|          168170|        9000
2022-10-05|10:38:52  |AAPL            |SELL_SHORT      |             300|       137.97000|          359049|        1000
2022-10-05|09:55:24  |F               |SELL            |             600|        12.37000|          132559|        5000
2022-10-05|09:52:28  |AAPL            |BUY             |             500|       141.76000|          122159|        4000
2022-10-05|10:00:55  |GOOG            |SELL_SHORT      |             900|       100.96000|          161122|        1000
2022-10-05|09:39:52  |META            |SELL            |             800|       139.61000|           55448|        7000
2022-10-05|10:03:25  |AMZN            |BUY             |             800|       122.88000|          174523|        8000
2022-10-05|09:43:14  |SPY             |SELL_SHORT      |             300|       374.89000|           70720|        4000
2022-10-05|10:49:39  |GOOG            |SELL_SHORT      |             300|        98.64000|          426105|       10000
2022-10-05|10:23:30  |SPY             |BUY             |             600|       387.78000|          278450|        3000
2022-10-05|10:30:13  |META            |BUY             |             100|       127.91000|          314462|        8000
2022-10-05|10:11:26  |TSLA            |BUY             |             800|       236.99000|          215706|        5000
2022-10-05|10:58:47  |GOOG            |BUY             |             600|        98.01000|          471525|        7000
2022-10-05|10:41:10  |AMD             |SELL            |             100|        67.77000|          373762|        2000
2022-10-05|10:51:36  |SPY             |BUY             |             100|       380.68000|          438223|        8000
2022-10-05|10:31:58  |SPY             |BUY             |             200|       384.43000|          323672|        8000
2022-10-05|09:48:56  |SPY             |BUY             |             900|       379.52000|          103139|        1000
2022-10-05|10:39:26  |AMD             |BUY             |             700|        68.04000|          362958|        2000
2022-10-05|11:00:24  |F               |BUY             |             300|        11.46000|          481474|        6000
2022-10-05|09:40:49  |AMZN            |BUY             |            1000|       120.07000|           59336|        1000
2022-10-05|11:00:11  |AMD             |SELL            |             700|        65.55000|          480684|        8000
2022-10-05|10:49:55  |GOOGL           |SELL            |             800|       100.17000|          426711|        3000
2022-10-05|10:52:01  |AAPL            |BUY             |             700|       138.61000|          439187|        3000
2022-10-05|10:59:36  |GOOG            |BUY             |            1000|        98.32000|          478087|        9000
2022-10-05|10:52:05  |AMZN            |BUY             |             700|       133.14000|          439442|        7000
2022-10-05|09:39:27  |META            |BUY             |             300|       138.60000|           51687|        3000
2022-10-05|11:01:02  |MSFT            |SELL_SHORT      |             400|       262.65000|          485976|        8000
2022-10-05|09:33:38  |META            |SELL            |             200|       138.68000|           23743|        8000
2022-10-05|11:00:34  |AMD             |BUY             |             500|        65.36000|          482970|        5000
2022-10-05|09:55:04  |AMZN            |BUY             |             800|       125.69000|          131550|        4000
2022-10-05|10:20:53  |TSLA            |BUY             |             600|       230.77000|          264115|        3000
2022-10-05|10:36:11  |AAPL            |SELL_SHORT      |             900|       137.50000|          344238|        7000
2022-10-05|09:30:22  |AMZN            |BUY             |            1000|       121.16000|            4253|        3000
2022-10-05|10:14:34  |F               |SELL            |             400|        11.64000|          233554|        1000
2022-10-05|10:55:07  |GOOG            |BUY             |             100|        98.17000|          453287|        9000
2022-10-05|10:59:46  |SPY             |SELL_SHORT      |             700|       375.69000|          478798|        8000
2022-10-05|09:37:02  |AAPL            |SELL_SHORT      |             200|       147.03000|           41781|        8000
2022-10-05|09:44:08  |MSFT            |SELL_SHORT      |             200|       244.88000|           73521|        3000
2022-10-05|09:34:54  |AAPL            |BUY             |             600|       147.84000|           30248|       10000
2022-10-05|10:46:20  |TSLA            |BUY             |            1000|       226.32000|          405341|        6000
2022-10-05|10:48:15  |F               |SELL            |             400|        11.35000|          414217|        5000
2022-10-05|10:17:59  |TSLA            |SELL            |             500|       232.09000|          249686|        4000
2022-10-05|09:47:33  |AMZN            |BUY             |             100|       121.85000|           93792|        8000
2022-10-05|09:48:40  |SPY             |BUY             |             600|       378.19000|          101635|        6000
2022-10-05|10:01:56  |AAPL            |BUY             |             900|       144.08000|          169116|        4000
2022-10-05|10:44:06  |AMZN            |SELL_SHORT      |             500|       130.37000|          391830|        7000
2022-10-05|10:02:35  |F               |SELL            |             800|        12.09000|          172055|        7000
2022-10-05|10:45:06  |GOOG            |BUY             |             700|        99.67000|          398922|        3000
2022-10-05|10:50:38  |F               |BUY             |             500|        11.42000|          433100|        2000
2022-10-05|09:40:37  |AAPL            |BUY             |             500|       148.53000|           58327|       10000
2022-10-05|10:04:21  |F               |BUY             |             400|        12.09000|          178079|        1000
2022-10-05|10:48:17  |SPY             |BUY             |             900|       381.67000|          415151|        5000
2022-10-05|10:28:24  |SPY             |BUY             |             900|       386.08000|          303305|        9000
2022-10-05|10:52:58  |GOOGL           |BUY             |             200|       100.42000|          443039|        1000
2022-10-05|10:56:56  |GOOGL           |BUY             |             400|       102.61000|          461278|        8000
2022-10-05|09:32:36  |SPY             |BUY             |             800|       377.69000|           18158|        5000
2022-10-05|10:21:57  |MSFT            |BUY             |             800|       252.15000|          272044|        8000
2022-10-05|10:21:36  |TSLA            |BUY             |             300|       229.77000|          269236|        3000
2022-10-05|10:12:16  |TSLA            |SELL            |             800|       233.02000|          220325|        8000
2022-10-05|09:53:58  |GOOG            |BUY             |             200|       102.18000|          128323|        6000
2022-10-05|10:38:19  |MSFT            |BUY             |            1000|       253.56000|          356236|        8000
2022-10-05|10:18:57  |TSLA            |BUY             |             200|       232.36000|          255639|        6000
2022-10-05|10:22:51  |AAPL            |SELL_SHORT      |             100|       139.58000|          276739|        1000
2022-10-05|09:31:46  |AAPL            |BUY             |             700|       146.86000|           11323|        8000
2022-10-05|10:43:26  |GOOGL           |BUY             |             400|        99.47000|          387116|        2000
2022-10-05|10:53:38  |MSFT            |SELL_SHORT      |             100|       260.09000|          446113|        1000
2022-10-05|10:35:49  |GOOG            |SELL_SHORT      |             200|       101.00000|          341557|        6000
2022-10-05|10:45:15  |GOOG            |SELL_SHORT      |             800|        98.26000|          399274|        9000
2022-10-05|09:53:48  |MSFT            |SELL_SHORT      |             600|       252.04000|          127710|        5000
2022-10-05|10:49:59  |META            |SELL            |             500|       127.45000|          426887|        2000
2022-10-05|10:36:10  |TSLA            |BUY             |             200|       228.56000|          343474|        8000
2022-10-05|09:33:41  |GOOG            |BUY             |             900|       103.38000|           23978|        6000
2022-10-05|10:53:11  |GOOGL           |BUY             |             400|        99.76000|          444267|        1000
2022-10-05|09:34:41  |MSFT            |BUY             |             800|       243.56000|           28303|        8000
2022-10-05|10:26:45  |TSLA            |BUY             |             500|       229.97000|          294228|       10000
2022-10-05|09:52:03  |META            |BUY             |             500|       134.41000|          119629|        7000
2022-10-05|10:26:14  |MSFT            |BUY             |             800|       255.18000|          290130|        7000
2022-10-05|10:07:32  |MSFT            |BUY             |             800|       250.18000|          192623|        3000
2022-10-05|10:04:52  |MSFT            |BUY             |             700|       253.27000|          180406|        6000
2022-10-05|10:44:53  |META            |BUY             |             100|       126.88000|          397426|        1000
2022-10-05|09:35:22  |AAPL            |SELL_SHORT      |             200|       147.11000|           32702|        9000
2022-10-05|10:07:04  |TSLA            |SELL            |             300|       237.62000|          188686|        8000
2022-10-05|09:53:38  |GOOG            |SELL_SHORT      |            1000|       102.48000|          126828|        4000
2022-10-05|10:31:12  |MSFT            |SELL_SHORT      |             100|       254.57000|          319583|        1000
2022-10-05|10:18:37  |AAPL            |SELL_SHORT      |             300|       141.81000|          255386|        6000
2022-10-05|10:25:41  |SPY             |SELL_SHORT      |             700|       384.70000|          287275|        8000
2022-10-05|10:29:18  |AMZN            |SELL_SHORT      |             400|       125.10000|          309568|       10000
2022-10-05|10:24:30  |GOOG            |SELL_SHORT      |             300|       101.83000|          283091|       10000
2022-10-05|10:46:38  |META            |BUY             |             700|       126.43000|          407040|        4000
2022-10-05|10:33:17  |GOOGL           |BUY             |             500|       101.86000|          330353|       10000
2022-10-05|09:36:21  |TSLA            |SELL            |            1000|       239.48000|           37541|        5000
2022-10-05|10:44:13  |MSFT            |BUY             |             100|       259.30000|          392046|        5000
2022-10-05|11:00:49  |AMD             |BUY             |             300|        65.50000|          484144|        7000
2022-10-05|10:52:51  |GOOG            |SELL_SHORT      |             900|        97.63000|          442696|        7000
2022-10-05|09:52:21  |MSFT            |BUY             |             100|       248.20000|          121201|        6000
2022-10-05|09:47:55  |GOOG            |BUY             |             400|       104.01000|           96136|        7000
2022-10-05|10:23:13  |GOOG            |BUY             |             700|       101.56000|          277994|       10000
2022-10-05|10:42:56  |F               |BUY             |             300|        11.44000|          384765|        3000
2022-10-05|10:46:08  |F               |BUY             |             600|        11.39000|          404358|        6000
2022-10-05|10:54:01  |MSFT            |SELL_SHORT      |             600|       262.28000|          448919|        4000
2022-10-05|10:19:42  |AMZN            |BUY             |             700|       126.18000|          258652|        8000
2022-10-05|10:37:08  |META            |SELL            |             600|       128.51000|          349728|        5000
2022-10-05|09:38:05  |GOOG            |SELL_SHORT      |             400|       103.24000|           46046|        9000
2022-10-05|10:50:33  |F               |SELL            |             200|        11.43000|          432506|        7000
2022-10-05|10:34:52  |AMZN            |SELL_SHORT      |             600|       126.11000|          337768|        7000
2022-10-05|09:42:55  |SPY             |SELL_SHORT      |             400|       374.33000|           67909|        9000
2022-10-05|10:01:13  |AMD             |BUY             |             200|        66.31000|          163957|        5000
2022-10-05|09:37:18  |AAPL            |SELL_SHORT      |             400|       147.80000|           42541|        5000
2022-10-05|09:55:21  |SPY             |BUY             |             300|       375.06000|          132296|        7000
2022-10-05|10:12:32  |TSLA            |BUY             |             100|       232.88000|          221949|        7000
2022-10-05|10:46:42  |AAPL            |SELL_SHORT      |             900|       136.77000|          407054|        1000
2022-10-05|10:17:42  |GOOGL           |SELL            |             300|       101.50000|          247855|       10000
2022-10-05|10:38:57  |GOOG            |SELL_SHORT      |             900|        99.43000|          360253|        9000
2022-10-05|10:59:23  |META            |SELL            |             100|       129.26000|          476892|        4000
2022-10-05|09:35:20  |AAPL            |SELL_SHORT      |             700|       146.76000|           31801|        3000
2022-10-05|10:25:07  |F               |BUY             |            1000|        11.76000|          285322|        4000
2022-10-05|10:17:26  |META            |SELL            |             700|       130.74000|          245998|        1000
2022-10-05|10:53:30  |GOOGL           |SELL            |             800|       100.26000|          445220|        4000
2022-10-05|10:21:43  |TSLA            |SELL            |             800|       231.34000|          270235|        7000
2022-10-05|10:35:26  |AAPL            |SELL_SHORT      |             800|       137.25000|          339971|        8000
2022-10-05|10:30:38  |MSFT            |BUY             |            1000|       253.76000|          316655|        4000
2022-10-05|10:49:34  |MSFT            |BUY             |             300|       259.41000|          425120|        6000
2022-10-05|10:50:18  |SPY             |BUY             |            1000|       375.88000|          429943|        2000
2022-10-05|11:00:53  |TSLA            |SELL            |             900|       230.03000|          484588|        2000
2022-10-05|10:37:52  |SPY             |BUY             |             800|       380.12000|          352906|        5000
2022-10-05|09:51:31  |AMD             |BUY             |            1000|        65.24000|          117596|        1000
2022-10-05|09:31:02  |GOOGL           |SELL            |             500|       101.86000|            7693|       10000
2022-10-05|09:35:24  |META            |SELL            |             800|       138.75000|           33256|        5000
2022-10-05|10:30:02  |AMZN            |BUY             |             800|       125.63000|          312957|        7000
2022-10-05|10:34:04  |SPY             |SELL_SHORT      |             600|       380.43000|          335320|        8000
2022-10-05|10:27:23  |SPY             |BUY             |             100|       385.41000|          298816|        1000
2022-10-05|10:28:56  |META            |BUY             |             100|       128.34000|          306826|        5000
2022-10-05|10:32:54  |META            |BUY             |            1000|       128.58000|          327157|        6000
2022-10-05|09:31:13  |META            |SELL            |             400|       139.44000|            8442|        8000
2022-10-05|10:14:28  |AAPL            |SELL_SHORT      |             100|       142.97000|          232657|        9000
2022-10-05|10:27:48  |SPY             |BUY             |             800|       386.37000|          299838|        5000
2022-10-05|09:54:08  |GOOG            |BUY             |             500|       102.32000|          128479|       10000
2022-10-05|10:17:06  |GOOGL           |BUY             |             700|       102.47000|          244842|        2000
2022-10-05|10:52:35  |SPY             |BUY             |             900|       380.06000|          441207|        4000
2022-10-05|10:38:03  |F               |SELL            |            1000|        11.51000|          354283|        1000
2022-10-05|10:01:45  |F               |BUY             |             100|        12.07000|          167947|        4000
2022-10-05|10:03:05  |META            |SELL            |             400|       132.50000|          174024|        5000
2022-10-05|10:37:48  |AAPL            |BUY             |             700|       137.81000|          352817|        7000
2022-10-05|10:44:02  |AAPL            |BUY             |             400|       138.29000|          390949|        7000
2022-10-05|09:30:40  |AMD             |SELL            |             300|        67.51000|            5498|        8000
2022-10-05|10:32:31  |AMZN            |SELL_SHORT      |             900|       127.40000|          325148|        1000
2022-10-05|10:21:38  |SPY             |SELL_SHORT      |             100|       389.50000|          269293|        6000
2022-10-05|10:49:06  |GOOGL           |SELL            |             300|       100.82000|          421581|        5000
2022-10-05|10:36:30  |AMD             |BUY             |             700|        67.77000|          345385|       10000
2022-10-05|10:22:41  |SPY             |SELL_SHORT      |             500|       390.28000|          275490|        8000
2022-10-05|10:24:54  |GOOGL           |SELL            |             200|       101.22000|          284744|        7000
2022-10-05|10:31:35  |GOOGL           |BUY             |             500|       101.46000|          321830|        8000
2022-10-05|10:03:03  |TSLA            |SELL            |             700|       238.63000|          174015|        9000
2022-10-05|10:54:30  |GOOG            |BUY             |             500|        98.10000|          450402|        8000
2022-10-05|10:21:30  |F               |SELL            |             200|        11.74000|          267933|        3000
2022-10-05|10:08:05  |F               |BUY             |             400|        11.96000|          196105|       10000
2022-10-05|10:33:41  |AMZN            |BUY             |             300|       126.85000|          332868|        9000
2022-10-05|10:24:39  |AMZN            |BUY             |             100|       126.93000|          283092|        5000
2022-10-05|10:39:51  |GOOG            |BUY             |            1000|        99.19000|          365437|        6000
2022-10-05|09:39:33  |AAPL            |SELL_SHORT      |             500|       149.80000|           52643|        3000
2022-10-05|10:26:37  |GOOG            |SELL_SHORT      |             200|       101.69000|          293785|        1000
2022-10-05|10:50:40  |MSFT            |SELL_SHORT      |             700|       260.26000|          433571|       10000
2022-10-05|09:59:54  |META            |BUY             |             100|       133.06000|          155340|        6000
2022-10-05|09:59:11  |META            |BUY             |             500|       132.99000|          153033|        7000
2022-10-05|10:39:15  |AAPL            |BUY             |            1000|       138.25000|          361811|        1000
2022-10-05|09:59:34  |AMD             |BUY             |             500|        66.23000|          154148|        3000
2022-10-05|10:37:31  |GOOG            |SELL_SHORT      |             100|       100.97000|          351737|        1000
2022-10-05|10:38:44  |SPY             |SELL_SHORT      |             400|       377.98000|          358157|        1000
2022-10-05|10:41:46  |F               |SELL            |            1000|        11.47000|          376369|        8000
2022-10-05|10:17:15  |GOOG            |SELL_SHORT      |            1000|       103.31000|          245073|        7000
2022-10-05|10:06:57  |META            |SELL            |            1000|       132.44000|          188379|        1000
2022-10-05|10:44:45  |AAPL            |SELL_SHORT      |             800|       136.27000|          396310|        9000
2022-10-05|09:43:25  |AMD             |BUY             |             500|        65.87000|           71007|        1000
2022-10-05|09:57:14  |META            |SELL            |             400|       134.46000|          141585|        5000
2022-10-05|10:03:57  |AMZN            |SELL_SHORT      |             300|       122.80000|          176472|        9000
2022-10-05|10:14:04  |SPY             |SELL_SHORT      |             600|       372.53000|          227904|       10000
2022-10-05|10:08:52  |TSLA            |SELL            |             700|       235.71000|          202783|        4000
2022-10-05|10:54:22  |GOOGL           |BUY             |             500|       100.29000|          449912|       10000
2022-10-05|09:40:29  |F               |BUY             |            1000|        12.28000|           57773|        3000
2022-10-05|09:45:26  |AMZN            |SELL_SHORT      |             900|       121.00000|           82397|        6000
2022-10-05|10:32:13  |MSFT            |BUY             |             700|       254.74000|          324701|        9000
2022-10-05|10:20:01  |AAPL            |BUY             |             500|       141.00000|          260175|        6000
2022-10-05|10:22:43  |MSFT            |BUY             |             900|       257.12000|          276430|        4000
2022-10-05|10:16:40  |TSLA            |BUY             |             600|       232.34000|          242206|        8000
2022-10-05|10:47:57  |TSLA            |SELL            |             300|       228.93000|          413550|       10000
2022-10-05|10:26:26  |TSLA            |BUY             |             600|       232.28000|          291743|       10000
2022-10-05|10:40:48  |META            |BUY             |             600|       127.21000|          369674|        8000
2022-10-05|10:06:26  |AMD             |BUY             |             600|        66.19000|          187110|        4000
2022-10-05|10:59:32  |GOOGL           |SELL            |             700|       101.10000|          477697|        6000
2022-10-05|10:20:23  |TSLA            |BUY             |             400|       232.19000|          261241|        4000
2022-10-05|10:41:08  |AAPL            |BUY             |             200|       137.32000|          373479|        4000
2022-10-05|10:52:43  |META            |BUY             |             700|       126.94000|          441962|       10000
2022-10-05|09:44:31  |TSLA            |SELL            |             900|       238.90000|           75537|       10000
2022-10-05|10:17:37  |GOOG            |BUY             |            1000|       101.81000|          247242|        5000
2022-10-05|10:19:06  |META            |SELL            |             900|       130.40000|          256617|        2000
2022-10-05|10:05:03  |AAPL            |SELL_SHORT      |             300|       143.46000|          181144|        3000
2022-10-05|09:33:15  |GOOG            |SELL_SHORT      |             200|       103.94000|           21475|        7000
2022-10-05|09:31:03  |META            |BUY             |            1000|       139.64000|            7704|        9000
2022-10-05|09:50:07  |GOOGL           |BUY             |             200|       100.10000|          108696|        1000
2022-10-05|10:51:28  |META            |BUY             |             400|       127.34000|          437905|        3000
2022-10-05|09:56:06  |TSLA            |SELL            |             100|       234.53000|          136787|        4000
2022-10-05|10:54:59  |SPY             |BUY             |             800|       375.77000|          452474|        1000
2022-10-05|10:57:00  |MSFT            |SELL_SHORT      |             800|       262.31000|          461725|        5000
2022-10-05|09:49:15  |GOOGL           |BUY             |             200|       101.01000|          104604|        5000
2022-10-05|10:32:22  |GOOG            |SELL_SHORT      |             200|       102.05000|          324866|        8000
2022-10-05|09:55:54  |F               |SELL            |             800|        12.38000|          135150|        1000
2022-10-05|09:44:39  |F               |BUY             |             400|        12.33000|           76030|        1000
2022-10-05|10:12:14  |GOOG            |SELL_SHORT      |             100|       102.94000|          219928|        5000
2022-10-05|10:23:22  |AMD             |BUY             |             500|        67.50000|          278204|        1000
2022-10-05|09:58:21  |TSLA            |BUY             |             100|       236.38000|          149206|        4000
2022-10-05|09:51:55  |F               |SELL            |            1000|        12.49000|          119411|        6000
2022-10-05|09:55:38  |AMD             |BUY             |             800|        65.54000|          133821|        5000
2022-10-05|10:53:10  |AAPL            |SELL_SHORT      |             400|       139.55000|          443353|        7000
2022-10-05|10:04:11  |META            |BUY             |            1000|       133.53000|          176847|        8000
2022-10-05|09:49:41  |SPY             |BUY             |             100|       377.82000|          105809|        6000
2022-10-05|10:58:28  |F               |SELL            |             100|        11.44000|          468882|        6000
2022-10-05|10:16:51  |GOOG            |BUY             |            1000|       103.26000|          243372|        3000
2022-10-05|09:38:44  |META            |SELL            |             300|       139.75000|           48510|        6000
2022-10-05|10:59:16  |SPY             |SELL_SHORT      |             200|       375.96000|          476107|        4000
2022-10-05|09:54:54  |MSFT            |BUY             |             200|       254.70000|          131301|        2000
2022-10-05|09:36:48  |AMD             |BUY             |             100|        65.27000|           40656|        1000
2022-10-05|10:34:06  |GOOGL           |SELL            |             100|       102.62000|          335358|        1000
2022-10-05|09:39:51  |META            |BUY             |            1000|       139.51000|           54881|        6000
2022-10-05|10:35:13  |MSFT            |SELL_SHORT      |             500|       253.67000|          338736|        4000
2022-10-05|10:06:00  |TSLA            |BUY             |             900|       238.80000|          184367|       10000
2022-10-05|09:47:29  |AMD             |SELL            |             200|        65.27000|           92271|        3000
2022-10-05|10:13:12  |AMZN            |SELL_SHORT      |             200|       123.00000|          224144|        2000
2022-10-05|10:28:44  |AAPL            |SELL_SHORT      |             800|       137.01000|          304479|        3000
2022-10-05|10:01:03  |GOOG            |SELL_SHORT      |             900|       100.46000|          162154|        5000
2022-10-05|09:59:51  |GOOGL           |BUY             |             700|       100.37000|          154994|        6000
2022-10-05|10:14:52  |MSFT            |SELL_SHORT      |             600|       250.22000|          234443|        4000
2022-10-05|10:48:54  |AMD             |BUY             |            1000|        67.66000|          418523|        7000
2022-10-05|09:32:19  |GOOGL           |BUY             |             500|       102.05000|           15306|        8000
2022-10-05|10:27:13  |AMD             |SELL            |             900|        67.51000|          298562|        8000
2022-10-05|10:55:46  |META            |SELL            |             300|       126.18000|          456136|        1000
2022-10-05|10:22:13  |TSLA            |SELL            |             300|       229.92000|          274338|        9000
2022-10-05|09:44:29  |F               |SELL            |             500|        12.29000|           74902|        9000
2022-10-05|09:39:59  |AAPL            |SELL_SHORT      |             800|       148.24000|           56157|        1000
2022-10-05|09:45:56  |SPY             |BUY             |             100|       377.29000|           85811|        3000
2022-10-05|10:05:47  |GOOG            |BUY             |             200|       101.96000|          183435|        6000
2022-10-05|10:54:46  |META            |BUY             |             800|       127.14000|          451088|        8000
2022-10-05|10:30:56  |AMZN            |BUY             |             200|       126.82000|          318160|        8000
2022-10-05|10:19:21  |AAPL            |SELL_SHORT      |             500|       141.88000|          257191|        9000
2022-10-05|10:49:11  |SPY             |BUY             |             600|       378.87000|          421990|        5000
2022-10-05|10:06:13  |META            |BUY             |             800|       132.84000|          185560|        5000
2022-10-05|10:10:27  |AMZN            |BUY             |             200|       122.73000|          211476|        1000
2022-10-05|10:13:24  |GOOG            |BUY             |             500|       103.31000|          226021|        7000
2022-10-05|10:40:21  |GOOGL           |SELL            |             600|       100.62000|          366883|        9000
2022-10-05|10:10:01  |TSLA            |SELL            |             300|       235.59000|          209404|        9000
2022-10-05|09:33:05  |TSLA            |SELL            |             500|       243.44000|           20608|        2000
2022-10-05|10:50:03  |SPY             |BUY             |             600|       374.16000|          428446|        4000
2022-10-05|09:48:07  |SPY             |BUY             |             800|       374.38000|           98436|        2000
2022-10-05|10:57:02  |MSFT            |BUY             |             100|       262.21000|          462701|        5000
2022-10-05|09:30:32  |F               |BUY             |             700|        12.44000|            4874|        9000
2022-10-05|10:31:05  |GOOGL           |SELL            |             400|       101.85000|          318432|        3000
2022-10-05|10:29:59  |SPY             |BUY             |            1000|       386.51000|          311380|        4000
2022-10-05|10:34:40  |AMZN            |BUY             |             500|       126.81000|          336913|       10000
2022-10-05|10:26:36  |AAPL            |SELL_SHORT      |             400|       139.43000|          292801|        9000
2022-10-05|09:54:34  |AAPL            |SELL_SHORT      |             100|       142.28000|          130160|        4000
2022-10-05|09:36:52  |F               |BUY             |             500|        12.30000|           41423|        2000
2022-10-05|10:42:51  |SPY             |BUY             |            1000|       382.29000|          383465|        1000
2022-10-05|10:32:57  |SPY             |SELL_SHORT      |             900|       382.17000|          328061|        2000
2022-10-05|10:41:42  |GOOG            |SELL_SHORT      |             900|        99.79000|          375700|        2000
2022-10-05|10:34:01  |META            |SELL            |             600|       127.92000|          334760|       10000
2022-10-05|10:43:58  |META            |SELL            |             500|       126.82000|          390851|        3000
2022-10-05|09:47:40  |SPY             |BUY             |             100|       376.97000|           93930|       10000
2022-10-05|10:42:34  |TSLA            |BUY             |            1000|       228.27000|          381236|        8000
2022-10-05|09:45:43  |F               |SELL            |             100|        12.47000|           84199|        2000
2022-10-05|10:59:49  |GOOGL           |BUY             |             800|       101.13000|          479028|        9000
2022-10-05|10:36:54  |AMD             |BUY             |             600|        67.85000|          348074|        9000
2022-10-05|10:52:46  |AMZN            |SELL_SHORT      |             700|       133.78000|          442250|        9000
2022-10-05|09:42:33  |GOOGL           |SELL            |             100|       101.40000|           66528|       10000
2022-10-05|10:02:20  |SPY             |BUY             |            1000|       366.76000|          171222|        5000
2022-10-05|10:13:49  |F               |SELL            |             300|        11.75000|          226581|        6000
2022-10-05|10:54:11  |AMD             |SELL            |             800|        66.94000|          449236|        8000
2022-10-05|10:01:27  |TSLA            |SELL            |             400|       237.73000|          165781|        8000
2022-10-05|09:58:11  |SPY             |BUY             |             700|       374.26000|          148788|        6000
2022-10-05|10:05:36  |SPY             |BUY             |             300|       365.19000|          181745|        1000
2022-10-05|10:21:02  |GOOGL           |BUY             |             600|       100.96000|          264770|        3000
2022-10-05|10:08:25  |MSFT            |SELL_SHORT      |             200|       250.42000|          200194|        5000
2022-10-05|09:48:22  |GOOG            |BUY             |             700|       104.01000|          100013|        8000
2022-10-05|10:41:26  |META            |BUY             |             900|       127.56000|          374889|        3000
2022-10-05|09:35:25  |SPY             |BUY             |            1000|       380.19000|           33860|        2000
2022-10-05|09:31:09  |AMD             |SELL            |             600|        67.14000|            7896|        6000
2022-10-05|09:50:59  |F               |BUY             |             100|        12.51000|          113709|        7000
2022-10-05|10:00:05  |AMZN            |SELL_SHORT      |             100|       123.02000|          156713|        2000
2022-10-05|10:08:39  |GOOGL           |SELL            |             300|       101.67000|          201453|        1000
2022-10-05|10:40:34  |META            |SELL            |             700|       127.88000|          367377|        7000
2022-10-05|10:51:04  |GOOG            |BUY             |             300|        97.92000|          434841|        8000
2022-10-05|10:11:18  |SPY             |SELL_SHORT      |             700|       370.81000|          215446|       10000
2022-10-05|09:43:38  |META            |SELL            |             700|       138.90000|           71990|        5000
2022-10-05|09:45:14  |META            |BUY             |             700|       137.99000|           80579|        9000
2022-10-05|10:08:09  |META            |BUY             |             300|       132.63000|          198482|        9000
2022-10-05|10:35:05  |F               |BUY             |             700|        11.61000|          338673|        4000
2022-10-05|09:48:13  |AAPL            |BUY             |             400|       143.64000|           98877|        7000
2022-10-05|10:21:51  |SPY             |SELL_SHORT      |            1000|       390.49000|          271441|        9000
2022-10-05|09:47:06  |AAPL            |SELL_SHORT      |             600|       145.22000|           91263|        5000
2022-10-05|09:52:39  |MSFT            |SELL_SHORT      |             600|       249.71000|          122426|        6000
2022-10-05|10:08:35  |META            |SELL            |            1000|       133.11000|          200615|        6000
2022-10-05|09:51:17  |MSFT            |SELL_SHORT      |             400|       247.44000|          116798|       10000
2022-10-05|10:59:00  |GOOGL           |BUY             |             900|       101.60000|          473762|        4000
2022-10-05|10:39:02  |MSFT            |BUY             |             200|       252.96000|          360833|        2000
2022-10-05|09:52:42  |GOOG            |SELL_SHORT      |             100|       102.26000|          122952|        1000
2022-10-05|10:14:44  |TSLA            |SELL            |             200|       231.83000|          234039|        4000
2022-10-05|10:21:11  |SPY             |SELL_SHORT      |             400|       381.79000|          265705|        2000
2022-10-05|10:31:29  |MSFT            |SELL_SHORT      |            1000|       256.34000|          321103|        2000
2022-10-05|10:33:11  |F               |BUY             |             700|        11.73000|          329535|        7000
